gold_id,latitude,longitude
Gb0260220,-10.17,-62.833
Gb0155861,39.031,-122.432
Gb0110694,39.7392,-123.6308
Gb0362806,41.183612,-97.997459
Gb0306802,42.4406,-84.3357
Gb0306908,44.7986,-110.7207
Gb0365686,41.945701,-103.69853
Gb0194538,36.8313,-121.9047
Gb0143839,38.0009,-123.011
Gb0388969,-27.4456,153.0844
Gb0351371,37.876,-122.267
Gb0144907,46.008,-89.701
Gb0188502,68.3535,19.0473
Gb0355299,37.876,-122.267
Gb0194860,37.874,-122.2649
Gb0148296,-28.24,26.8
Gb0192625,-33.8688,151.2093
Gb0337466,-64.77,-64.05
Gb0317873,42.4891,-85.4641
Gb0371255,60.478,-145.382
Gb0111392,37.8408,-122.2896
Gb0185994,49.9543,-116.5155
Gb0365916,41.201041,-97.94475
Gb0365324,41.945701,-103.69853
Gb0316364,22.881217,58.7006
Gb0385502,49.2606,-123.246
Gb0148297,-28.24,26.8
Gb0195096,40.8472,14.2569
Gb0055380,46.42,-83.37
Gb0289570,33.6062,-117.9312
Gb0355225,32.66171111,-106.83542
Gb0147994,38.9383,-110.1354
Gb0149336,38.9226,-106.9518
Gb0399094,38.853611,-107.0663889
Gb0368052,41.945701,-103.69853
Gb0209461,46.1125,-122.987
Gb0279706,33.6062,-117.9312
Gb0351296,44,-82.35
Gb0260802,39.7033,-90.6454
Gb0145157,8.7051,-86.4906
Gb0355293,37.876,-122.267
Gb0101327,38.003361,-122.468277
Gb0051472,50.001,-145.00034
Gb0342335,41.84145,-88.2298
Gb0187394,48.6,-123.5
Gb0149725,40.441,-121.402
Gb0144813,35.9076,-79.0506
Gb0195503,46.664,-92.4249
Gb0096017,50.8,8.81
Gb0369222,41.201041,-97.94475
Gb0054849,40.81667,-104.76667
Gb0156853,42.48,-72.1787
Gb0398501,63.879623,-145.720429
Gb0259081,48.74,6.34
Gb0315229,35.88,-106.3031
Gb0194401,36.7468,-122.0193
Gb0385346,43.9403,-71.7185
Gb0369677,41.183612,-97.997459
Gb0240496,30.545,-84.594
Gb0257490,38.5326,-121.783
Gb0367839,41.1836,-97.9975
Gb0376904,41.945701,-103.69853
Gb0055576,-40.352,175.608
Gb0293522,38.546389,-121.874444
Gb0148350,-28.24,26.8
Gb0115609,38.049904,-121.765358
Gb0364452,41.53394,-103.41033
Gb0306299,44.5324,-110.7974
Gb0257076,47.1149,-88.5478
Gb0192049,44.5387,-110.798
Gb0239751,-68.6271,78.0169
Gb0187103,48.6,-123.5
Gb0382680,41.588337,-70.641089
Gb0257792,32.2308,-110.9534
Gb0369342,41.201041,-97.94475
Gb0148625,44.35,-103.76
Gb0396809,43.2346,5.4417
Gb0366236,41.53394,-103.41033
Gb0365034,41.183612,-97.997459
Gb0355438,37.876,-122.267
Gb0368370,41.945701,-103.69853
Gb0240519,30.545,-84.594
Gb0314161,14.8744,-87.983597
Gb0156677,42.48,-72.1787
Gb0155520,38.8925,-106.9111
Gb0101317,38.045666,-121.866516
Gb0351165,39.0017667,-123.0697333
Gb0197298,48.75,6.35
Gb0342346,41.84145,-88.2298
Gb0369198,41.201041,-97.94475
Gb0363511,41.945701,-103.69853
Gb0293681,22.881217,58.7006
Gb0369577,41.183612,-97.997459
Gb0158699,33.9255,-83.5226
Gb0104286,42.531427,-72.189946
Gb0280534,43.0765,-89.412
Gb0056325,71.2999,-156.61
Gb0196168,37.8406,-122.2901
Gb0363101,41.183612,-97.997459
Gb0156656,42.48,-72.1787
Gb0398638,45.823595,-121.973495
Gb0377913,38.541542,-121.783874
Gb0398506,63.831139,-145.747612
Gb0196369,47.6058,-86.8177
Gb0342591,45.27223,-97.8369
Gb0355441,37.876,-122.267
Gb0158973,68.3533,19.0471
Gb0144496,59.3627,18.0589
Gb0305652,46.376172,-119.272998
Gb0139032,47.5028,-93.4828
Gb0260942,61.9333,-162.8666
Gb0149405,48.74,6.34
Gb0292325,9.839,-104.2909
Gb0122948,20.8778,-86.8431
Gb0365519,41.945701,-103.69853
Gb0307687,41.6833,2.8
Gb0376778,41.945701,-103.69853
Gb0257488,38.5326,-121.783
Gb0292115,33.6062,-117.9312
Gb0194599,36.8313,-121.9047
Gb0144061,34.1855,-97.0958
Gb0184884,34.7244,-118.8819
Gb0365660,41.201041,-97.94475
Gb0054528,39.23550963,-121.2836963
Gb0364086,41.201041,-97.94475
Gb0260521,42.7228,-84.4733
Gb0363682,41.945701,-103.69853
Gb0186671,44.23,-122.22
Gb0182444,43.3,-89.38
Gb0371424,39.5605572,-74.5094518
Gb0342947,-2.227278,-54.843403
Gb0402388,37.106602,-119.72024
Gb0366761,41.183612,-97.997459
Gb0396818,60.397076,5.324383
Gb0149340,38.9232,-106.9513
Gb0342028,39.0006879,-123.07985
Gb0158606,33.9263,-83.4268
Gb0377785,43.073051,-89.40123
Gb0153701,-33.8688,151.209
Gb0210621,45.4351,-106.3918
Gb0393988,35.88,-106.3031
Gb0363938,41.201041,-97.94475
Gb0194398,36.7468,-122.0193
Gb0307110,41.6833,2.8
Gb0337490,-64.77,-64.05
Gb0363792,41.945701,-103.69853
Gb0260206,36.025,-120.8544
Gb0159507,-68.4725,78.188
Gb0362746,41.201041,-97.94475
Gb0152174,35.3338,30.2722
Gb0376284,41.183612,-97.997459
Gb0385871,37.4324,-122.086632
Gb0053945,36.813797,-121.78817551
Gb0157891,61.2418,21.4803
Gb0149649,48.74,6.34
Gb0343983,39.00177,-123.06967
Gb0316790,33.6062,-117.9312
Gb0291498,68.3549,19.0438
Gb0355817,37.876,-122.267
Gb0187156,48.6,-123.5
Gb0291794,44.5878,-123.1938
Gb0371417,39.5605572,-74.5094518
Gb0307982,38.543194,-121.874583
Gb0314728,49.8112074,-119.6380943
Gb0278671,14.75,-16.85
Gb0364037,41.201041,-97.94475
Gb0355217,32.665475,-106.83269
Gb0337247,43.814019,-121.777208
Gb0370210,47.50578903,-93.45357849
Gb0337650,-64.77,-64.05
Gb0194907,34.0136,-118.4673
Gb0054722,-42.26,171.6
Gb0389532,50.927692,6.934876
Gb0368433,41.945701,-103.69853
Gb0210620,45.4351,-106.3918
Gb0239227,37.9315,-122.0212
Gb0191968,-68.4563,78.1898
Gb0186925,48.6,-123.5
Gb0342542,43.30485,-89.3309
Gb0139730,20.147,-155.8342
Gb0291035,68.3533,19.0467
Gb0343505,49.263236,-123.248945
Gb0398556,40.176674,-112.456785
Gb0150540,42.39,-85.37
Gb0365526,41.945701,-103.69853
Gb0114960,46.9233,-110.871944
Gb0239784,44.534,-110.7979
Gb0154895,-33.8688,151.209
Gb0291462,64.1138,-20.496
Gb0342925,-2.227036,-54.843853
Gb0182622,33.742,-117.7032
Gb0153652,47.5028,-93.4828
Gb0306422,31.4764,-81.2409
Gb0239581,68.3532,19.0477
Gb0365016,41.183612,-97.997459
Gb0365901,41.201041,-97.94475
Gb0148843,46.008,-89.701
Gb0057316,42.550409,-72.180244
Gb0132700,79.0225,-9.5247
Gb0315206,41.10766,-106.15334
Gb0153702,-33.8688,151.209
Gb0401152,39.758206,-102.447148
Gb0145330,42.267,-84.3768
Gb0337485,-64.77,-64.05
Gb0196498,43.4433,-77.4383
Gb0239613,27.8394,-97.0728
Gb0188527,68.3532,19.0477
Gb0399721,33.9937575,-81.0299186
Gb0392785,41.836594,-88.239497
Gb0237462,44.534,-110.7979
Gb0204413,46.0412,-89.6861
Gb0188072,59.9979,10.7895
Gb0149917,40.663,-119.367
Gb0367902,41.183612,-97.997459
Gb0149283,38.9383,-110.1354
Gb0336920,22.881217,58.7006
Gb0182337,32.5789,-110.8512
Gb0317378,22.867298,58.668002
Gb0187147,48.6,-123.5
Gb0196542,44.7366,-86.7216
Gb0053452,46.041,-89.686
Gb0139019,47.5028,-93.4828
Gb0147908,38.9383,-110.1354
Gb0182565,33.742,-117.7032
Gb0385566,49.2606,-123.246
Gb0366543,41.53394,-103.41033
Gb0367445,41.201041,-97.94475
Gb0364143,41.201041,-97.94475
Gb0239082,68.3569,19.0502
Gb0155505,38.9223,-106.954
Gb0196398,47.6058,-86.8177
Gb0142890,47.2864,7.875
Gb0101356,38.0524656325978,-121.769140209647
Gb0337866,49.263236,-123.248945
Gb0313719,46.2369,-122.167
Gb0317579,22.866105,58.710594
Gb0364625,41.53394,-103.41033
Gb0186554,31.3377,-81.4644
Gb0371095,47.50578903,-93.45357849
Gb0314778,-38,-45
Gb0370334,44.5312567,-110.79483
Gb0247470,47.5056,-93.4534
Gb0122195,44.7533,-110.7247
Gb0316519,22.866167,58.710567
Gb0140012,40.096,-88.2315
Gb0154656,27.0074,-110.591
Gb0317320,22.867298,58.668002
Gb0368939,41.53394,-103.41033
Gb0148742,32.1666,-64.5
Gb0158554,33.9406,-83.5607
Gb0072123,42.4,-85.37
Gb0122979,44.7219,-110.7021
Gb0366013,41.201041,-97.94475
Gb0186820,48.6,-123.5
Gb0210761,44.5361,-110.7972
Gb0405293,29.68814,-82.017318
Gb0367678,41.201041,-97.94475
Gb0363999,41.945701,-103.69853
Gb0344086,39.00177,-123.06967
Gb0367648,41.53394,-103.41033
Gb0144948,43.099,-89.405
Gb0366001,41.201041,-97.94475
Gb0367606,41.53394,-103.41033
Gb0209155,57.1866,-2.2146
Gb0143295,49.9543,-116.5155
Gb0247449,48.5916,-123.505
Gb0209190,27.8985,-97.0386
Gb0205837,-34.5,150
Gb0260003,43.0738,-89.4139
Gb0342431,43.30485,-89.3309
Gb0368248,41.945701,-103.69853
Gb0363460,41.945701,-103.69853
Gb0260758,68.3555,19.0492
Gb0159208,36.8313,-121.9047
Gb0144925,46.041,-89.686
Gb0368526,41.945701,-103.69853
Gb0157821,61.2413,21.4947
Gb0365283,41.945701,-103.69853
Gb0307002,45.27223,-97.8369
Gb0154696,27.0114,-110.5956
Gb0392788,41.836775,-88.239856
Gb0368950,41.53394,-103.41033
Gb0055111,40.81667,-104.76667
Gb0256614,47.2839,7.4397
Gb0054803,44.20517707,-122.1284473
Gb0317897,39.718369,-123.65267
Gb0197125,44.5671,-123.2825
Gb0292032,46.347657,-119.2808
Gb0152244,40.653,-119.3749
Gb0157523,34.7181,-76.6707
Gb0157144,46.313,-123.997
Gb0187445,48.6,-123.5
Gb0289035,45.51,-85.3939
Gb0363849,41.945701,-103.69853
Gb0209223,27.8977,-97.0388
Gb0313881,37.687,-121.7059
Gb0305905,46.121225,-123.270853
Gb0143955,-2.0288,29.1756
Gb0148410,36.96,-116.72
Gb0363412,41.945701,-103.69853
Gb0159026,60.3,24.4667
Gb0152290,49.9543,-116.5155
Gb0104152,21.7658,-100.163
Gb0196446,43.4433,-77.4383
Gb0365676,41.945701,-103.69853
Gb0369725,41.183612,-97.997459
Gb0317640,22.866105,58.710594
Gb0149138,43.1998,-86.5698
Gb0342507,43.30485,-89.3309
Gb0393888,33.424564,-111.928001
Gb0053448,48.6,-123.5
Gb0365031,41.183612,-97.997459
Gb0132734,43.49,7.9
Gb0393259,42.3868,-72.5301
Gb0306860,42.4406,-84.3357
Gb0205580,33.893,-115.798
Gb0363678,41.945701,-103.69853
Gb0239216,-46.5954,142.0314
Gb0153506,40.7982,-77.8599
Gb0315162,48.842571,2.360763
Gb0317392,22.867298,58.668002
Gb0258401,45.7922,-121.9299
Gb0365646,41.201041,-97.94475
Gb0364495,41.53394,-103.41033
Gb0149740,37.941,-119.019
Gb0396840,60.397076,5.324383
Gb0194545,36.8313,-121.9047
Gb0289476,33.6062,-117.9312
Gb0306056,48.165,-124.245
Gb0280098,35.7877,-78.6442
Gb0182839,33.742,-117.7032
Gb0147514,49.9543,-116.5155
Gb0366783,41.1836,-97.9975
Gb0211585,37.9316,-122.0217
Gb0306493,41.79185,-102.53404
Gb0364707,41.53394,-103.41033
Gb0119195,33.8834,-83.4195
Gb0191849,71.3731,-156.5049
Gb0191959,-68.4561,78.1899
Gb0182872,33.742,-117.7032
Gb0257419,38.5326,-121.783
Gb0188452,68.3532,19.0469
Gb0157560,33.9363,-83.5573
Gb0256467,44.7649,-110.4303
Gb0385685,49.2606,-123.246
Gb0143968,53.7598,107.9791
Gb0258870,48.5917,-123.505
Gb0404141,34.93361,24.7787583
Gb0150273,31.972,-81.028
Gb0194899,41.6898,-83.2813
Gb0316864,33.6062,-117.9312
Gb0260914,31.4271,-81.6053
Gb0306742,47.283383,7.439722
Gb0115661,-64.8156,-64.0406
Gb0097057,38.9383,-110.1342
Gb0291543,68.3534,19.0467
Gb0111429,42.3948,-85.3738
Gb0072035,43.3,-89.38
Gb0314862,-38,-45
Gb0191661,38.920576363,-106.948748019
Gb0367646,41.53394,-103.41033
Gb0370156,41.945701,-103.69853
Gb0101311,35.6667,-78.5097
Gb0355648,37.876,-122.267
Gb0053855,37.569167,-122.1019
Gb0149875,40.663,-119.367
Gb0342361,41.84145,-88.2298
Gb0203825,40.8472,14.2569
Gb0256834,16.2781,-61.5582
Gb0209156,57.1863,-2.2145
Gb0369054,41.53394,-103.41033
Gb0194825,36.0014,-78.9382
Gb0291681,44.587532,-123.193385
Gb0396778,43.2346,5.4417
Gb0396546,35.88,-106.3031
Gb0371209,47.50578903,-93.45357849
Gb0382679,41.588337,-70.641089
Gb0404113,35.17405,25.9934407
Gb0292071,42.40581,-85.40228
Gb0369698,41.183612,-97.997459
Gb0369086,41.53394,-103.41033
Gb0152042,53.7598,107.9791
Gb0293984,39.7555,-105.2211
Gb0256646,37.8291,-111.42
Gb0153211,37.4127,-118.504
Gb0159671,47.6519,-122.3113
Gb0376154,41.183612,-97.997459
Gb0364360,41.201041,-97.94475
Gb0293440,42.4295,-81.2044
Gb0150277,31.972,-81.028
Gb0364297,41.201041,-97.94475
Gb0317567,22.866105,58.710594
Gb0159039,45.05,7.68
Gb0205578,21.542,-157.884
Gb0315304,38.909671,-107.028642
Gb0366281,41.53394,-103.41033
Gb0155903,39.031,-122.432
Gb0158700,33.9255,-83.5226
Gb0363444,41.945701,-103.69853
Gb0153178,37.4127,-118.504
Gb0367690,41.183612,-97.997459
Gb0317647,22.866105,58.710594
Gb0056664,42.471116,-72.17263
Gb0371386,39.5605572,-74.5094518
Gb0280461,43.0765,-89.412
Gb0256754,37.3727,-120.5402
Gb0241436,-2.4667,121.2833
Gb0367206,41.201041,-97.94475
Gb0292080,42.40581,-85.40228
Gb0305752,-75.482,159.591
Gb0187266,48.6,-123.5
Gb0395870,46.781883,-117.0835
Gb0210894,26.1558,-97.961
Gb0237385,44.534,-110.7979
Gb0256224,44.7649,-110.4303
Gb0369886,41.183612,-97.997459
Gb0278666,14.75,-16.85
Gb0158942,38.03,-122.37
Gb0355719,37.876,-122.267
Gb0314319,40.798214,-77.859909
Gb0292082,42.40581,-85.40228
Gb0237446,44.5387,-110.798
Gb0142967,-68.5417,78.2467
Gb0317920,39.718369,-123.65267
Gb0122184,44.7533,-110.7247
Gb0139835,39.7181,-123.6527
Gb0158933,37.79,-122.36
Gb0196762,48.5712,-78.2553
Gb0316986,33.6062,-117.9312
Gb0145076,43.073,-89.4011
Gb0305611,31.184396,-84.439009
Gb0306157,37.851667,-122.294444
Gb0291945,46.3476,-119.2808
Gb0369703,41.183612,-97.997459
Gb0368070,41.945701,-103.69853
Gb0316210,35.636511,-83.495641
Gb0143971,53.7598,107.9791
Gb0385375,38.55505,-76.42794
Gb0380596,37.878268,-122.254646
Gb0204120,36.8313,-121.9047
Gb0370138,41.945701,-103.69853
Gb0385373,38.55505,-76.42794
Gb0211589,37.9316,-122.0217
Gb0365613,41.945701,-103.69853
Gb0192608,-33.8688,151.2093
Gb0184724,29.8571,-89.9778
Gb0156720,42.48,-72.1787
Gb0072140,43.42,-89.32
Gb0257455,38.5326,-121.783
Gb0366319,41.53394,-103.41033
Gb0307770,43.30485,-89.3309
Gb0239619,37.874,-122.2649
Gb0148083,38.9383,-110.1354
Gb0337520,-64.77,-64.09
Gb0364543,41.53394,-103.41033
Gb0314141,42.13247,-74.69548
Gb0110705,39.7392,-123.6308
Gb0382729,31.233,-64.51933333
Gb0279235,42.395049,-85.373566
Gb0317670,22.866105,58.710594
Gb0351393,37.876,-122.267
Gb0259057,48.74,6.34
Gb0257334,48.74,6.34
Gb0182269,36.8313,-121.9047
Gb0257092,47.1149,-88.5478
Gb0316095,29.56,34.95
Gb0292350,9.841667,-104.2917
Gb0188486,68.3532,19.0469
Gb0397293,36.0032719,-78.9436823
Gb0143185,49.9543,-116.5155
Gb0148257,-28.32,27.77
Gb0196744,48.5712,-78.2553
Gb0143577,39.7291,-123.6419
Gb0097389,40.802,-122.219
Gb0143922,44.3555,-103.7648
Gb0072124,42.4,-85.37
Gb0289161,35.6779,-83.4786
Gb0119108,40.1191,-88.1952
Gb0239060,68.3628,19.0528
Gb0343409,49.263236,-123.248945
Gb0239682,68.3532,19.0477
Gb0385551,49.2606,-123.246
Gb0363486,41.945701,-103.69853
Gb0210871,44.5387,-110.798
Gb0259764,38.9929,-123.0674
Gb0385483,49.2606,-123.246
Gb0306883,42.4406,-84.3357
Gb0317063,-27.500013,153.012915
Gb0351820,39.663708,-75.755838
Gb0392443,46.781308,-117.084696
Gb0088303,46.0072,-89.6063
Gb0239150,-20.9522,-70.0158
Gb0396768,49.4117,8.6748
Gb0341966,39.0006879,-123.07985
Gb0139054,27.0078,-111.4071
Gb0240211,57.4336,16.6836
Gb0188363,-77.9,161.58
Gb0123118,39.7291,-123.6419
Gb0355384,37.876,-122.267
Gb0237693,35.2833,81.4833
Gb0376578,41.945701,-103.69853
Gb0191680,38.920442553,-106.948817965
Gb0365206,41.945701,-103.69853
Gb0187621,48.6,-123.5
Gb0156610,42.48,-72.1787
Gb0376781,41.945701,-103.69853
Gb0363544,41.945701,-103.69853
Gb0145021,-77.5281,161.59
Gb0187432,48.6,-123.5
Gb0368554,41.201041,-97.94475
Gb0305755,-75.662,158.876
Gb0368709,41.201041,-97.94475
Gb0384857,45.777101,4.789186
Gb0256912,47.1149,-88.5478
Gb0088283,46.0072,-89.6063
Gb0370246,47.50578903,-93.45357849
Gb0378082,41.11606,-106.14926
Gb0292404,20.877778,-86.843056
Gb0289507,33.6062,-117.9312
Gb0317357,22.867298,58.668002
Gb0369324,41.201041,-97.94475
Gb0196984,36,-78
Gb0258846,43.0995,-89.4045
Gb0379982,45.45,-113.54
