id	description	lat_lng	proposal_id	date_added
35e17e63-7789-4c09-9900-4693262b3dfe	Fungal spore samples	{"lat":34.342481,"lon":-87.338177}	61656	2025-02-03 16:24:43.196-08
6cf3fdac-0f87-409b-862e-e36cd6a38250	Tidal wetland soils	{"lat":34.5458,"lon":77.8209}	61812	2025-04-02 13:45:45.688-07
104a08d3-1e50-4665-9b83-3130847e9b5e	Aerosol and gas phase samples from combustion reactions	{"lat":46.3451,"lon":119.2792}	61639	2025-02-02 14:36:56.537-08
df869618-bfcf-455d-b8f2-c09950406e86	Algae cell pellets from wildtype and zng3 / cia5 mutants	{"lat":42.7,"lon":84.5}	61655	2025-04-02 13:34:23.741-07
8c994994-a418-46a8-905f-af47b3922a31	Methanol fixated algal cells	{"lat":42.7,"lon":84.5}	61655	2025-02-03 16:00:57.741-08
eadc965a-1649-4da0-b711-e5c9e41213a8	Bulk soil samples	{"lat":44.082068,"lon":-71.521772}	61665	2025-04-02 13:11:44.042-07
89d45d98-bd4d-4957-a173-0689c668985a	Small soil cores	{"lat":44.082068,"lon":-71.521772}	61665	2025-02-04 06:22:21.7-08
c7e967f3-30fd-45f9-a467-dedd47a99305	Soil samples from Canada	{"lat":54.58565804,"lon":-120.650581}	61667	2025-02-04 07:37:15.384-08
6e43d31f-bf90-4422-bb33-285a1f2e0c0b	Ambient aerosol samples collected for offline analysis in Bankhead National Forest (Alabama, US).	{"lat":34.237,"lon":-87.334}	61696	2025-02-04 13:45:42.59-08
52ded2df-3a71-4e25-8914-9f147993c7a9	Pollen samples	{"lat":34.2282,"lon":-87.3508}	61681	2025-04-02 13:11:13.377-07
24fec331-ffdc-44c5-a1ce-40a3bf906145	Forest soil cores from the Catoosa Wildlife Management Area (Crossville, TN) from non-fire-managed site (no evidence of canopy disturbance or fire). 	{"lat":-84.9,"lon":35.069}	61811	2025-04-02 12:36:48.812-07
cce25502-187c-4908-9e55-384f820da9ba	Forest soil cores from the Catoosa Wildlife Management Area (Crossville, TN) from fire-managed. These plots represent intermediate fire (burned >= 7 times in the past 14 years) woodlands (14 m^2 ha^(-1) residual tree basal area)	{"lat":-84.8771,"lon":36.0681}	61811	2025-04-02 12:36:48.874-07
79f2ff40-81cc-4616-8e8f-1ee7660a84c4	Forest soil cores from the Catoosa Wildlife Management Area (Crossville, TN) from fire-managed plots. These plots represent advanced fire (burned >= 15 times in the past 24 years) savannas (7 m^2 ha^(-1) residual tree basal area)	{"lat":-84.8701,"lon":36.0588}	61811	2025-04-02 12:36:48.928-07
866de898-cfa2-40d6-9381-9a5529181d9b	Pollen samples	{"lat":35.63315,"lon":-83.94215}	61650	2025-02-03 13:40:14.947-08
c10bfc3a-0555-40d8-a5e5-80e886525866	Rhizosphere and soybean roots	{"lat":38.95155,"lon":-92.32859}	61684	2025-02-04 11:36:59.432-08
0e07a611-1f0b-407a-a8cd-491f682d5823	Aerosol samples from simulated prescribed fires.	{"lat":33.9423,"lon":83.3724}	61647	2025-02-03 08:46:13.702-08
4a290f88-2695-4270-a54c-98bd005f7f49	Solid mineral samples from greenhouse 13C-labelling experiment for solid-state 13C-NMR analyese	{"lat":39,"lon":123.4}	61703	2025-02-04 14:52:36.448-08
1759ec50-4998-4c57-901a-6c76e159bc3a	Solid mineral samples (ferrihydrite) from greenhouse 13C-labelling experiment for solid-state 13C-NMR analyeses	{"lat":39,"lon":123.4}	61703	2025-04-02 11:17:10.994-07
3f488d33-13dd-42b6-9c3b-eda7127c2a30	Water extracts from mineral samples from greenhouse 13C-labelling experiment for LC/MS-MS analyses 	{"lat":39,"lon":123.4}	61703	2025-02-04 14:52:36.542-08
55453c6f-097d-4fd4-bcc0-9c137bcc4e15	Water extracts from mineral samples from greenhouse 13C-labelling experiment for FTICR-MS analyses 	{"lat":39,"lon":123.4}	61703	2025-02-04 14:52:36.493-08
c045b5c1-1f90-4a4f-80fd-615fe9eef080	Solid mineral samples from greenhouse 13C-labelling experiment for SEM, Helium Ion microscopy, TEM-EDS analyses 	{"lat":39,"lon":123.4}	61703	2025-02-04 14:52:36.581-08
970fb05f-80c7-424d-911e-ce64d6334a6c	soil solids	{"lon":75.1952,"lat":38.7959}	61662	2025-02-03 18:55:42.668-08
e1353e3a-055f-4ab8-9e15-71e2fee44d5c	soil water extracts	{"lat":38.7959,"lon":75.1952}	61662	2025-02-03 18:55:42.615-08
b14eef8b-479d-4fb8-aeaf-4a1d46e7f7a2	Water samples from 8 mesocosm experiments, 15 samples per experiments, plus 5 control samples.	{"lat":38.952162858,"lon":-95.255998976}	61628	2025-04-02 11:00:13.22-07
9f0da0ef-d485-494b-a2d7-f36a08a168bf	Water samples from 8 mesocosm experiments, 15 samples per experiments, plus 5 control samples.	{"lon":-95.255998976,"lat":38.95216285}	61628	2025-04-02 11:00:13.277-07
cf004db3-c207-49d6-b13e-b2e5e3e1f30c	Water samples from 8 mesocosm experiments, 20 per experiment plus controls (~20). 	{"lat":38.95216285,"lon":-95.255998976}	61628	2025-04-02 11:00:13.329-07
1b9b30a3-e964-40fb-97d4-c362d1697816	Soil/sand mix 50 g each sample from pots	{"lat":53.381,"lon":-1.438}	61664	2025-04-02 10:36:18.813-07
a630ef91-23b3-4825-96d2-0fa9313943c1	struvite microcrystals	{"lat":40.36,"lon":75.22}	61657	2025-02-03 16:33:14.948-08
e6510d60-0105-4edd-bc5d-0cc3448222ae	OM lab samples	{"lat":40.25,"lon":86.55}	61657	2025-02-03 16:33:14.997-08
af87410d-68b7-41d7-940b-e9a270a196f4	Atmospheric bioaerosol particles captured during aircraft flights	{"lat":34.32167,"lon":-83.00556}	61637	2025-02-01 10:22:28.423-08
ee6163a3-5a92-4482-b1f1-fd0f9784dad9	Atmospheric bioaerosol particles captured during aircraft flights	{"lat":34.32167,"lon":-83.00556}	61637	2025-04-02 10:01:37.702-07
49430da4-ce52-45a2-9989-1b8610be52be	Aerosol samples from AMF3 field site. These will be a mixture of samples for microscopy and mass spectrometry analysis. Twelve samples each (24 total).	{"lat":34.342481,"lon":87.338177}	61651	2025-02-03 14:25:38.596-08
19d697d0-1094-400b-9e0e-ae1afeccca1d	Organic, low density peat soil that will be frozen	{"lat":47.50659859961154,"lon":-93.45592450826967}	61687	2025-02-04 12:41:41.194-08
074b782b-f633-403e-aa26-47c91e89f140	Wetland Roots	{"lat":29.267158,"lon":90.86322}	61688	2025-02-04 12:42:36.834-08
85b096f7-89a1-4cf9-9d79-7fbe35373bcc	Aerosol samples collected onboard NASA P3B research aircraft in the Arctic during the ARCSIX campaign	{"lat":76.5,"lon":-68.8}	61652	2025-02-03 14:33:10.675-08
b2ab1465-1a2e-4470-ae0c-704132a14427	Filter samples of ambient atmospheric aerosol collected on ARM TBS	{"lat":34.342,"lon":-87.338}	61661	2025-02-03 18:51:43.315-08
d39f9d7b-cd36-4c21-95c1-4a082a752c55	Samples of BVOCs collected on sorbent tubes (EMSL TRAVIS) on the ARM TBS	{"lat":34.342,"lon":-87.338}	61661	2025-04-02 09:05:00.445-07
eab022cf-60c5-430c-9f40-c26234cda598	Bulk soil samples from Catoosa Wildlife Management Area, TN	{"lat":36.0538,"lon":-84.6728}	61646	2025-04-02 06:20:29.001-07
9e0c8278-619c-4b20-b5d8-10457b2f4b09	Small soil cores (50 ml) from Coweeta Hydrologic Laboratory, NC	{"lat":35.059669,"lon":-83.430565}	61646	2025-02-03 08:27:19.725-08
a1b99ca4-52ad-4e5c-b9d0-9691b9a32db2	Small soil cores (50 mL) from Catoosa Wildlife Management Area, TN	{"lat":36.0538,"lon":-84.6728}	61646	2025-04-02 06:20:28.94-07
72965aa8-0331-4876-8515-9cabe221c185	Bulk soil samples from Coweeta Hydrologic Laboratory, NC	{"lat":35.059669,"lon":-83.430565}	61646	2025-04-02 06:20:28.873-07
cb943164-0751-4b90-b008-52955bb83600	Biofertilizer project samples	{"lat":19,"lon":155}	61679	2025-02-04 11:04:42.77-08
74eff43f-9c05-4c72-ab49-8bb518ac78be	TEM, SEM grids, Silicon Nitride substrates, quartz filters from CLAP (particles from atmosphere and snow)	{"lat":71.323,"lon":156.615}	61631	2025-01-29 14:44:42.602-08
2e7bf642-be9d-4fe0-a5c5-0593fa085c84	Particles from atmosphere and snow for isotopic analysis	{"lat":71.323,"lon":156.615}	61631	2025-04-01 19:27:17.776-07
6e6c01a1-ee8d-4a5c-bead-49c79572ebe7	Samples for NanoDESI-HRMS, such as silicon substrates or similar, with atmospheric particles from air or snow	{"lon":156.615,"lat":71.323}	61631	2025-04-01 19:27:17.724-07
4f15cac2-fd04-4a65-8b17-d9eab69239f0	Isolated chloroplasts from maize leaves 	{"lat":43.07,"lon":89.4}	61660	2025-02-03 17:48:41.051-08
d6938ebd-062b-49f5-ad53-5bccb744c65d	Soil from Hopland Research and Extension Center	{"lat":38.99273,"lon":-123.06745}	61698	2025-02-04 13:54:31.6-08
7726e7a4-40d9-449d-8f18-050b0eba10c6	13C-labeled pollen grains from three species and at three stages of hydration, with or without cytoplasm; 4 replicates of each	{"lat":43.07,"lon":89.4}	61659	2025-04-01 16:53:05.83-07
42ccd11f-48fd-4315-9794-60b32960c134	High-pressure frozen pollen grains from Arabidopsis, Sorghum, and Pennisetum from plants grown at the PI's institution	{"lat":43.07,"lon":89.4}	61659	2025-02-03 17:05:13.191-08
00056b13-2542-430a-a76e-e90aa4fc9eeb	Crystal sensor loaded with organic particles	{"lat":33.778,"lon":-84.396}	61678	2025-02-04 11:02:06.855-08
37a31bc2-4aeb-4841-9c37-a09bfdf67a87	Sorbent tube samples of Volatile and semi-volatile organic species 	{"lat":33.778,"lon":-84.396}	61678	2025-02-04 11:02:07.236-08
c59c2633-0a3e-45a2-a0bb-54236a9e9b4f	Urban aerosol samples	{"lat":40,"lon":74}	61641	2025-04-01 08:43:07.567-07
46ce1e61-9a84-4f89-aaf6-eb2bebbfcb14	Urban aerosol samples	{"lat":40,"lon":74}	61641	2025-04-01 08:43:07.621-07
16e33ae4-d5fd-46e8-85b3-8a2b83c227df	Atmospheric aerosol samples collected on TEM grids	{"lat":79,"lon":1}	61640	2025-02-03 01:34:50.595-08
1ef76723-f90d-40a4-9911-c74605b41201	MONet sediment soil samples	{"lat":46.3451,"lon":119.2792}	61642	2025-02-03 06:48:02.245-08
f2530ff0-241b-4882-a570-f2db085243b2	frozen leaves grown in greenhouse conditions at UIUC in Urbana IL	{"lat":40.1106,"lon":88.2073}	61649	2025-02-03 12:45:42.622-08
4d1600b1-0b35-4b96-9e89-1eeb9cd744dc	Ambient aerosol samples	{"lat":34.178796,"lon":87.453905}	61644	2025-02-03 07:06:54.302-08
fa47dd22-f7f3-466b-9c84-3e6f8c9cb8df	30 samples (15 for metabolomics and 15 for proteomics) of soil microbiome incubated with chitin	{"lat":46.2,"lon":119.7}	61809	2025-03-28 10:50:37.823-07
5da6ee7a-8570-4dd7-94d3-bb6f342a3f34	Iron precipitates taken from Alaskan streams in the Kobuck river watershed	{"lat":67.37455,"lon":-160.42536}	61629	2025-01-29 09:46:40.677-08
4203ed56-8a6f-4262-8c20-a64ad21aea5a	Soil samples from below native plant communities in a mixed grass prairie near Lyons, Colorado.	{"lat":40.1278,"lon":-105.3099}	61807	2025-03-24 10:46:31.413-07
2a2ecd91-d79b-4f78-8f0b-ea2e70f70787	Soil samples from below cheatgrass monocultures in a mixed grass prairie near Lyons, Colorado.	{"lat":40.1259,"lon":-105.3068}	61807	2025-03-24 10:46:31.354-07
fce7674e-712e-46de-882f-38edd75f646b	Soil Cores	{"lat":44.2295729,"lon":-122.123995}	61806	2025-03-21 13:29:12.491-07
2611bd20-d0d2-494a-921f-27883aa4b5da	Southeast forested wetlands	{"lat":33.1,"lon":-79.8}	61805	2025-03-21 06:17:58.899-07
a8549915-191a-4097-ba7a-956cf2a0215b	Northeast agricultural soils (inceptisol) from South Deerfield, MA	{"lat":42.4761,"lon":-72.5832}	61804	2025-03-20 10:24:12.845-07
ab661008-8a0b-48ac-8d88-764aa9f1ca93	Taiga, tree cover	{"lat":64.5244,"lon":-147.4984}	61803	2025-03-20 09:29:44.047-07
cbd4d454-479d-4341-a376-4a4f2aa302cd	Salt marsh soil cores on Sapelo Island, GA	{"lat":31.3959,"lon":-82.28698}	61802	2025-03-20 09:28:12.509-07
ba441555-0467-4381-bbe3-bf300fedf79f	Great lakes region soil from cropland	{"lat":41.494803,"lon":-81.427428}	61801	2025-03-20 08:39:04.755-07
f822b746-9306-43de-849b-549ada8f40ba	Soil cores from Sapelo Island salt marshes	{"lat":31.39267,"lon":-81.28139}	61800	2025-03-19 10:50:32.482-07
577f9788-6c17-420b-9f32-639a0c4f02da	Samples from Harvard Forest CLIFF experiment (Petersham, MA; Northeast ecoregion), across forest clearing-edge-interior gradient and drought/precipitation manipulations, in inceptisol soils	{"lat":42.5395,"lon":-72.1887}	61799	2025-03-19 07:55:51.814-07
e80181af-e07c-4e94-90b7-c6214a9655a7	Desert Southwest Grass/Shrubland MONet soil cores	{"lat":32.55582,"lon":110.84096}	61798	2025-03-18 12:18:43-07
a746d2eb-a311-44ce-b085-f66b997c3ca1	Bulk soil samples collected from sorghum plots in an agricultural field	{"lat":38.5271,"lon":-121.7711}	61797	2025-03-18 12:05:01.477-07
82fb991f-3694-48cc-949e-ad4d47eb1276	Great Lakes ecoregion soil from cropland	{"lat":41.494465,"lon":-81.427158}	61796	2025-03-18 08:05:15.334-07
c5780013-cbb0-4be4-928b-db3c46c5aa66	Southeast Forested Wetlands	{"lat":33.13,"lon":-79.81}	61795	2025-03-18 03:35:38.974-07
be0f0403-27c0-468d-a9b6-0fd5eebe4433	Taiga ecoregion, tree cover land use	{"lat":64.5244,"lon":147.4984}	61794	2025-03-17 18:11:30.896-07
07a724d0-f1b4-4a87-8925-996eabe88b6a	Isolated cells and liver organoids exposed to LDR and collected at different time points.	{"lon":42.73,"lat":73.69}	61793	2025-03-17 09:30:28.912-07
e18a2b46-900f-4d73-a841-0879c85d9ee1	Isolated cells (monocytes and regulatory T cells), and liver organoids exposed to low dose radiation and collected at different time points. Test	{"lat":73.69,"lon":42.72}	61793	2025-03-17 09:30:28.846-07
de343a5c-f370-4845-97d8-da3c9265b9a5	Plant-associated (root material from mangroves)	{"lat":27.9517,"lon":82.4588}	61791	2025-03-06 19:58:57.899-08
55ea078a-81d5-4b4a-909d-25bb23af7c6f	seawater samples from Microcosm experiment 	{"lat":27.9517,"lon":82.4588}	61791	2025-03-06 19:58:58.007-08
e301d89c-6029-4585-b17c-54a0a19b677b	Soil (sediment cores in mangrove forests)	{"lat":27.9517,"lon":82.4588}	61791	2025-03-06 19:58:57.842-08
240c45d3-176b-4af2-a651-7143396f6a69	Seawater from mangrove-dominated estuary	{"lat":27.9517,"lon":82.4588}	61791	2025-03-06 19:58:57.953-08
42d604de-db3b-4f88-83c6-0933bd0127c1	Fish gut tissues	{"lat":38.44,"lon":-73}	61790	2025-03-06 17:56:53.416-08
2f118ac8-617e-4fbd-96ae-56000d28c995	enrichment culture samples	{"lat":42.2771,"lon":-83.7382}	61789	2025-03-06 19:18:25.846-08
2765a777-81ec-4172-9081-42d9eb0ef262	lake water	{"lat":49.6612,"lon":-93.7294}	61789	2025-03-06 17:01:29.374-08
dbb2b4b8-703a-4fa6-8242-bc74d9d85716	Soil samples, root exudates, pore water, plants samples (roots, needles etc.) from Blodgett Forest Research Station in the Sierra Nevada, California	{"lat":38,"lon":120}	61787	2025-03-06 16:57:56.241-08
7384a2a1-4958-4ef8-bd41-e980ff0a8393	Sorghum samples	{"lon":-84.479279,"lat":42.725067}	61786	2025-03-06 16:56:31.021-08
26f52444-8799-4e28-8b2a-c66d1fe2955f	Adjoining soil samples	{"lat":42.725067,"lon":-84.479279}	61786	2025-03-06 16:56:31.07-08
7b1ebbc6-312b-4c93-a6ee-9ba7e5333ea6	Soil samples (0-10cm depth) from frequently burned, infrequently burned, and unburned forest stands at Ft. Indiantown Gap, PA	{"lat":40.419521,"lon":-76.573776}	61785	2025-03-06 16:50:52.807-08
7c1e3fb8-01ec-43f8-8583-ac5e922324ac	Soil samples from after phase 2 of the greenhouse experiment for measurements of organic matter, nutrients, and DNA sequencing	{"lat":43.038074,"lon":-76.131167}	61785	2025-03-06 16:50:52.992-08
c7c2b5e5-0e70-4995-b6cc-5216f2f477ea	Plant tissue from seedlings after phase 1 of the greenhouse experiment for foliar N measurements and DNA sequencing of the root tips	{"lat":43.038074,"lon":-76.131167}	61785	2025-03-06 16:50:52.855-08
a2287696-1ff7-4df3-8b65-e45076032bcf	Soil samples from after phase 1 of the experiment for organic matter, nutrients, and DNA sequencing	{"lat":43.038074,"lon":-76.131167}	61785	2025-03-06 16:50:52.948-08
fe2a7b60-8f69-4a4d-83ec-edb09c4c5deb	Plant tissue from seedlings after phase 2 of the greenhouse experiment for foliar N measurements and DNA sequencing of the root tips	{"lat":43.038074,"lon":43.038074}	61785	2025-03-06 16:50:52.906-08
da8c2789-c92a-4d9d-83bb-0d692ff0e85e	We will send soil samples amended with 13C-labelled substrates,  DNA samples extracted from soil bacteria, and vials containing 13C-CO2 and 13C-CH4 gases from microbial respiration. Soils will be collected from Long-term warming experiment at the Harvard Forest, Petersham, MA. 	{"lat":42.54,"lon":72.18}	61784	2025-03-06 16:50:40.522-08
a0089e36-9fd0-4c43-ab7d-97abffd76394	Bacterial cells	{"lat":34,"lon":84}	61782	2025-03-06 16:42:44.315-08
9abe994f-457a-4eda-b2c2-789e7a118bbb	AOM microbial mat collected at methane seep sites in southern CA	{"lat":33.79945,"lon":-118.646629}	61781	2025-03-06 16:18:04.262-08
5ff564c9-48b7-4ffd-bc29-3116bdb2f684	rabbit carrion skin and soil samples, insect samples	{"lat":30.7235,"lon":95.5508}	61780	2025-03-06 16:15:41.168-08
80eb62ac-5f8b-4ead-8d4b-20758189a5fb	Rhizosphere soils	{"lon":-111.487084,"lat":35.258528}	61777	2025-03-06 15:39:45.454-08
fdc0eb46-22a2-4cbe-a2ca-2a350881f527	Root exudates in water	{"lat":35.258528,"lon":-111.487084}	61777	2025-03-06 15:39:45.407-08
72a1bc7e-3b52-44dc-a924-e9d29d49a011	Soil and water samples from Colorado, Taylor River Basin	{"lat":38.8697106,"lon":106.9878}	61776	2025-03-06 15:37:48.898-08
70dbf61d-6053-40ba-9a16-9e90998173a5	fixed or frozen cells from fungal and bacterial cultures for imaging or analysis	{"lon":3.1883,"lat":55.9533}	61774	2025-03-06 15:04:34.73-08
278da25c-6c2b-4ef5-9991-286175507bff	metabolites extracted from microbial laboratory cultures 	{"lat":55.9533,"lon":3.1883}	61774	2025-03-06 15:04:34.682-08
d3118060-31e1-43b4-a079-aeb5eb383e50	lignocellulosic plant material (dead) after degradation in microbial cultures	{"lon":3.1883,"lat":55.9533}	61774	2025-03-06 15:04:34.826-08
ac505346-38c5-4a87-bf17-6cf26458783c	proteins extracted from bacterial and fungal laboratory cultures	{"lon":3.1883,"lat":55.9533}	61774	2025-03-06 15:04:34.775-08
434ea8ff-fb03-43be-88eb-a0e7ce46782a	plant- and microbe-based genomic DNA and total RNA	{"lat":50.935173,"lon":6.953101}	61773	2025-03-06 14:47:48.811-08
205f2fcd-0c62-49c0-9843-356c108980a3	Soil samples collected from East River, Colorado, USA	{"lat":90,"lon":180}	61771	2025-03-06 14:15:44.853-08
9677dc91-7ab1-460a-ba65-4991df5f9d92	Soil pore water 	{"lat":37.9711,"lon":-122.7314}	61770	2025-03-06 14:03:27.654-08
850a9ef8-95c1-41ea-b171-4edbb69fa25b	Water, soil (permafrost and soil), ice cores, plant-associated samples	{"lat":71.29,"lon":-156.78}	61769	2025-03-10 10:50:07.949-07
b346b962-00f8-4e04-9830-7182149b6f4b	Mix fungal-bacterial cultures	{"lat":47.751076,"lon":-120.740135}	61768	2025-03-06 13:10:58.066-08
739bdd01-0737-4d4d-9727-6d8d49e2c528	Soil samples from Lompoc, CA	{"lat":34.5783717942294,"lon":-120.44556651439896}	61765	2025-03-06 12:51:53.737-08
14549fd8-55c4-4624-b818-3c996ccdf3b0	Soil samples from San Marcos, CA	{"lat":33.15599442053142,"lon":-117.17547845932967}	61765	2025-03-06 12:51:53.691-08
520ff8a0-6ce7-42bc-9680-05f849a9b185	Soil samples from Loma Ridge, CA	{"lat":33.74037998182785,"lon":-117.70355860995397}	61765	2025-03-06 12:51:53.631-08
